flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB102,2024-04-24,SIN,KUL,TN-ZZB,Boeing 737-800,1400,36,158,2528,4900,0.88,1.75
AB201,2024-04-24,KUL,BKK,TN-ZNA,Airbus A330-300,12700,117,285,5130,18830,0.88,2.12
AB501,2024-04-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,1660,43,168,2688,5380,0.88,1.68
AB101,2024-04-25,KUL,SIN,TN-ZNB,Boeing 737-800,1320,34,162,2592,4940,0.88,1.68
AB102,2024-04-25,SIN,KUL,TN-ZZB,Boeing 737-800,1360,35,155,2480,4880,0.88,1.72
AB201,2024-04-25,KUL,BKK,TN-ZNA,Airbus A330-300,12500,115,280,5040,18810,0.88,2.08
AB401,2024-04-25,KUL,PVG,TN-ZFB,Airbus A330-300,11800,108,272,4896,43220,0.88,3.62
AB101,2024-04-26,KUL,SIN,TN-ZNB,Boeing 737-800,1280,33,158,2528,4920,0.88,1.65
AB102,2024-04-26,SIN,KUL,TN-ZZB,Boeing 737-800,1320,34,152,2432,4860,0.88,1.68
AB201,2024-04-26,KUL,BKK,TN-ZNA,Airbus A330-300,12300,113,275,4950,18790,0.88,2.05
AB301,2024-04-26,SIN,HKG,TN-ZND,Airbus A330-200,10600,96,272,4896,29160,0.88,3.58
AB501,2024-04-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,1620,41,165,2640,5360,0.88,1.65
AB101,2024-04-27,KUL,SIN,TN-ZNB,Boeing 737-800,1240,32,155,2480,4900,0.88,1.62
AB102,2024-04-27,SIN,KUL,TN-ZZB,Boeing 737-800,1280,33,148,2368,4840,0.88,1.65
AB201,2024-04-27,KUL,BKK,TN-ZNA,Airbus A330-300,12100,111,270,4860,18770,0.88,2.02
AB401,2024-04-27,KUL,PVG,TN-ZFB,Airbus A330-300,11600,106,268,4824,43180,0.88,3.58
AB101,2024-04-28,KUL,SIN,TN-ZNB,Boeing 737-800,1200,30,152,2432,4880,0.88,1.58
AB102,2024-04-28,SIN,KUL,TN-ZZB,Boeing 737-800,1240,31,145,2320,4820,0.88,1.62
AB201,2024-04-28,KUL,BKK,TN-ZNA,Airbus A330-300,11900,109,265,4770,18750,0.88,1.98
AB301,2024-04-28,SIN,HKG,TN-ZND,Airbus A330-200,10400,94,268,4824,29120,0.88,3.55
AB101,2024-04-29,KUL,SIN,TN-ZNB,Boeing 737-800,1160,28,148,2368,4860,0.88,1.55
AB102,2024-04-29,SIN,KUL,TN-ZZB,Boeing 737-800,1200,29,142,2272,4800,0.88,1.58
AB201,2024-04-29,KUL,BKK,TN-ZNA,Airbus A330-300,11700,107,260,4680,18730,0.88,1.95
AB501,2024-04-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,1580,40,162,2592,5340,0.88,1.62
AB101,2024-04-30,KUL,SIN,TN-ZNB,Boeing 737-800,1120,26,145,2320,4840,0.88,1.52
AB102,2024-04-30,SIN,KUL,TN-ZZB,Boeing 737-800,1160,27,138,2208,4780,0.88,1.55
AB201,2024-04-30,KUL,BKK,TN-ZNA,Airbus A330-300,11500,105,255,4590,18710,0.88,1.92
AB401,2024-04-30,KUL,PVG,TN-ZFB,Airbus A330-300,11400,104,265,4770,43140,0.88,3.55
AB101,2024-05-01,KUL,SIN,TN-ZNB,Boeing 737-800,1140,27,148,2368,4850,0.89,1.55
AB102,2024-05-01,SIN,KUL,TN-ZZB,Boeing 737-800,1180,28,142,2272,4790,0.89,1.58
AB201,2024-05-01,KUL,BKK,TN-ZNA,Airbus A330-300,11600,106,258,4644,18720,0.89,1.95
AB301,2024-05-01,SIN,HKG,TN-ZND,Airbus A330-200,10500,95,265,4770,29100,0.89,3.55
AB501,2024-05-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,1600,41,165,2640,5350,0.89,1.65
AB101,2024-05-02,KUL,SIN,TN-ZNB,Boeing 737-800,1160,28,150,2400,4860,0.89,1.58
AB102,2024-05-02,SIN,KUL,TN-ZZB,Boeing 737-800,1200,29,145,2320,4800,0.89,1.6
AB201,2024-05-02,KUL,BKK,TN-ZNA,Airbus A330-300,11700,107,262,4716,18740,0.89,1.98
AB401,2024-05-02,KUL,PVG,TN-ZFB,Airbus A330-300,11500,105,268,4824,43160,0.89,3.58
AB101,2024-05-03,KUL,SIN,TN-ZNB,Boeing 737-800,1180,29,152,2432,4870,0.89,1.6
AB102,2024-05-03,SIN,KUL,TN-ZZB,Boeing 737-800,1220,30,148,2368,4810,0.89,1.62
AB201,2024-05-03,KUL,BKK,TN-ZNA,Airbus A330-300,11800,108,265,4770,18760,0.89,2
AB301,2024-05-03,SIN,HKG,TN-ZND,Airbus A330-200,10600,96,268,4824,29120,0.89,3.58
AB501,2024-05-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,1620,41,168,2688,5360,0.89,1.68
AB101,2024-05-04,KUL,SIN,TN-ZNB,Boeing 737-800,1200,30,155,2480,4880,0.89,1.62
AB102,2024-05-04,SIN,KUL,TN-ZZB,Boeing 737-800,1240,31,150,2400,4820,0.89,1.65
AB201,2024-05-04,KUL,BKK,TN-ZNA,Airbus A330-300,11900,109,268,4824,18780,0.89,2.02
AB401,2024-05-04,KUL,PVG,TN-ZFB,Airbus A330-300,11600,106,272,4896,43180,0.89,3.6
AB101,2024-05-05,KUL,SIN,TN-ZNB,Boeing 737-800,1220,31,158,2528,4890,0.89,1.65
AB102,2024-05-05,SIN,KUL,TN-ZZB,Boeing 737-800,1260,32,152,2432,4830,0.89,1.68
AB201,2024-05-05,KUL,BKK,TN-ZNA,Airbus A330-300,12000,110,272,4896,18800,0.89,2.05
AB301,2024-05-05,SIN,HKG,TN-ZND,Airbus A330-200,10700,97,272,4896,29140,0.89,3.6
AB101,2024-05-06,KUL,SIN,TN-ZNB,Boeing 737-800,1240,32,160,2560,4900,0.89,1.68
AB102,2024-05-06,SIN,KUL,TN-ZZB,Boeing 737-800,1280,33,155,2480,4840,0.89,1.7
AB201,2024-05-06,KUL,BKK,TN-ZNA,Airbus A330-300,12100,111,275,4950,18820,0.89,2.08
AB501,2024-05-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,1640,42,170,2720,5380,0.89,1.7
AB101,2024-05-07,KUL,SIN,TN-ZNB,Boeing 737-800,1260,32,162,2592,4910,0.89,1.7
AB102,2024-05-07,SIN,KUL,TN-ZZB,Boeing 737-800,1300,33,158,2528,4850,0.89,1.72
AB201,2024-05-07,KUL,BKK,TN-ZNA,Airbus A330-300,12200,112,278,5004,18840,0.89,2.1
AB401,2024-05-07,KUL,PVG,TN-ZFB,Airbus A330-300,11700,107,275,4950,43200,0.89,3.62
AB301,2024-05-08,SIN,HKG,TN-ZND,Airbus A330-200,10800,98,275,4950,29160,0.89,3.62
AB101,2024-05-08,KUL,SIN,TN-ZNB,Boeing 737-800,1280,33,165,2640,4920,0.89,1.72
AB102,2024-05-08,SIN,KUL,TN-ZZB,Boeing 737-800,1320,34,160,2560,4860,0.89,1.75
AB201,2024-05-08,KUL,BKK,TN-ZNA,Airbus A330-300,12300,113,280,5040,18860,0.89,2.12
AB501,2024-05-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,1660,43,172,2752,5400,0.89,1.72
AB101,2024-05-09,KUL,SIN,TN-ZNB,Boeing 737-800,1300,34,168,2688,4930,0.89,1.75
AB102,2024-05-09,SIN,KUL,TN-ZZB,Boeing 737-800,1340,35,162,2592,4870,0.89,1.78
AB201,2024-05-09,KUL,BKK,TN-ZNA,Airbus A330-300,12400,114,282,5076,18880,0.89,2.15
AB401,2024-05-09,KUL,PVG,TN-ZFB,Airbus A330-300,11800,108,278,5004,43220,0.89,3.65
AB101,2024-05-10,KUL,SIN,TN-ZNB,Boeing 737-800,1320,34,170,2720,4940,0.9,1.78
AB102,2024-05-10,SIN,KUL,TN-ZZB,Boeing 737-800,1360,35,165,2640,4880,0.9,1.8
AB201,2024-05-10,KUL,BKK,TN-ZNA,Airbus A330-300,12500,115,285,5130,18900,0.9,2.18
AB301,2024-05-10,SIN,HKG,TN-ZND,Airbus A330-200,10900,99,278,5004,29180,0.9,3.65
AB501,2024-05-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,1680,44,175,2800,5420,0.9,1.75
AB101,2024-05-11,KUL,SIN,TN-ZNB,Boeing 737-800,1340,35,172,2752,4950,0.9,1.8
AB102,2024-05-11,SIN,KUL,TN-ZZB,Boeing 737-800,1380,36,168,2688,4890,0.9,1.82
AB201,2024-05-11,KUL,BKK,TN-ZNA,Airbus A330-300,12600,116,288,5184,18920,0.9,2.2
AB401,2024-05-11,KUL,PVG,TN-ZFB,Airbus A330-300,11900,109,280,5040,43240,0.9,3.68
AB101,2024-05-12,KUL,SIN,TN-ZNB,Boeing 737-800,1360,35,175,2800,4960,0.9,1.82
AB102,2024-05-12,SIN,KUL,TN-ZZB,Boeing 737-800,1400,36,170,2720,4900,0.9,1.85
AB201,2024-05-12,KUL,BKK,TN-ZNA,Airbus A330-300,12700,117,290,5220,18940,0.9,2.22
AB301,2024-05-12,SIN,HKG,TN-ZND,Airbus A330-200,11000,100,280,5040,29200,0.9,3.68
AB101,2024-05-13,KUL,SIN,TN-ZNB,Boeing 737-800,1380,36,178,2848,4970,0.9,1.85
AB102,2024-05-13,SIN,KUL,TN-ZZB,Boeing 737-800,1420,37,172,2752,4910,0.9,1.88
AB201,2024-05-13,KUL,BKK,TN-ZNA,Airbus A330-300,12800,118,292,5256,18960,0.9,2.25
AB501,2024-05-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,1700,44,178,2848,5440,0.9,1.78
AB101,2024-05-14,KUL,SIN,TN-ZNB,Boeing 737-800,1400,37,180,2880,4980,0.9,1.88
AB102,2024-05-14,SIN,KUL,TN-ZZB,Boeing 737-800,1440,38,175,2800,4920,0.9,1.9
AB201,2024-05-14,KUL,BKK,TN-ZNA,Airbus A330-300,12900,119,295,5310,18980,0.9,2.28
AB401,2024-05-14,KUL,PVG,TN-ZFB,Airbus A330-300,12000,110,282,5076,43260,0.9,3.7
AB301,2024-05-15,SIN,HKG,TN-ZND,Airbus A330-200,11100,101,282,5076,29220,0.9,3.7
AB101,2024-05-15,KUL,SIN,TN-ZNB,Boeing 737-800,1420,37,182,2912,4990,0.9,1.9
AB102,2024-05-15,SIN,KUL,TN-ZZB,Boeing 737-800,1460,38,178,2848,4930,0.9,1.92
AB201,2024-05-15,KUL,BKK,TN-ZNA,Airbus A330-300,13000,120,298,5364,19000,0.9,2.3
AB501,2024-05-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,1720,45,180,2880,5460,0.9,1.8
AB101,2024-05-16,KUL,SIN,TN-ZNB,Boeing 737-800,1440,38,185,2960,5000,0.9,1.92
AB102,2024-05-16,SIN,KUL,TN-ZZB,Boeing 737-800,1480,39,180,2880,4940,0.9,1.95
AB201,2024-05-16,KUL,BKK,TN-ZNA,Airbus A330-300,13100,121,300,5400,19020,0.9,2.32
AB401,2024-05-16,KUL,PVG,TN-ZFB,Airbus A330-300,12100,111,285,5130,43280,0.9,3.72
AB101,2024-05-17,KUL,SIN,TN-ZNB,Boeing 737-800,1460,38,188,3008,5010,0.9,1.95
AB102,2024-05-17,SIN,KUL,TN-ZZB,Boeing 737-800,1500,39,182,2912,4950,0.9,1.98
AB201,2024-05-17,KUL,BKK,TN-ZNA,Airbus A330-300,13200,122,302,5436,19040,0.9,2.35
AB301,2024-05-17,SIN,HKG,TN-ZND,Airbus A330-200,11200,102,285,5130,29240,0.9,3.72
AB501,2024-05-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,1740,46,182,2912,5480,0.9,1.82
AB101,2024-05-18,KUL,SIN,TN-ZNB,Boeing 737-800,1480,39,190,3040,5020,0.9,1.98
AB102,2024-05-18,SIN,KUL,TN-ZZB,Boeing 737-800,1520,40,185,2960,4960,0.9,2
AB201,2024-05-18,KUL,BKK,TN-ZNA,Airbus A330-300,13300,123,305,5490,19060,0.9,2.38
AB401,2024-05-18,KUL,PVG,TN-ZFB,Airbus A330-300,12200,112,288,5184,43300,0.9,3.75
AB101,2024-05-19,KUL,SIN,TN-ZNB,Boeing 737-800,1500,40,192,3072,5030,0.9,2
AB102,2024-05-19,SIN,KUL,TN-ZZB,Boeing 737-800,1540,41,188,3008,4970,0.9,2.02
AB201,2024-05-19,KUL,BKK,TN-ZNA,Airbus A330-300,13400,124,308,5544,19080,0.9,2.4
AB301,2024-05-19,SIN,HKG,TN-ZND,Airbus A330-200,11300,103,288,5184,29260,0.9,3.75
AB101,2024-05-20,KUL,SIN,TN-ZNB,Boeing 737-800,1520,40,195,3120,5040,0.9,2.02
AB102,2024-05-20,SIN,KUL,TN-ZZB,Boeing 737-800,1560,41,190,3040,4980,0.9,2.05
AB201,2024-05-20,KUL,BKK,TN-ZNA,Airbus A330-300,13500,125,310,5580,19100,0.9,2.42
AB501,2024-05-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,1760,47,185,2960,5500,0.9,1.85
AB101,2024-05-21,KUL,SIN,TN-ZNB,Boeing 737-800,1540,41,198,3168,5050,0.9,2.05
AB102,2024-05-21,SIN,KUL,TN-ZZB,Boeing 737-800,1580,42,192,3072,4990,0.9,2.08
AB201,2024-05-21,KUL,BKK,TN-ZNA,Airbus A330-300,13600,126,312,5616,19120,0.9,2.45
AB401,2024-05-21,KUL,PVG,TN-ZFB,Airbus A330-300,12300,113,290,5220,43320,0.9,3.78
AB301,2024-05-22,SIN,HKG,TN-ZND,Airbus A330-200,11400,104,290,5220,29280,0.9,3.78
AB101,2024-05-22,KUL,SIN,TN-ZNB,Boeing 737-800,1560,41,200,3200,5060,0.9,2.08
AB102,2024-05-22,SIN,KUL,TN-ZZB,Boeing 737-800,1600,42,195,3120,5000,0.9,2.1
AB201,2024-05-22,KUL,BKK,TN-ZNA,Airbus A330-300,13700,127,315,5670,19140,0.9,2.48
AB501,2024-05-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,1780,48,188,3008,5520,0.9,1.88
AB101,2024-05-23,KUL,SIN,TN-ZNB,Boeing 737-800,1580,42,202,3232,5070,0.91,2.1
AB102,2024-05-23,SIN,KUL,TN-ZZB,Boeing 737-800,1620,43,198,3168,5010,0.91,2.12
AB201,2024-05-23,KUL,BKK,TN-ZNA,Airbus A330-300,13800,128,318,5724,19160,0.91,2.5
AB401,2024-05-23,KUL,PVG,TN-ZFB,Airbus A330-300,12400,114,292,5256,43340,0.91,3.8
AB101,2024-05-24,KUL,SIN,TN-ZNB,Boeing 737-800,1600,42,205,3280,5080,0.91,2.12
AB102,2024-05-24,SIN,KUL,TN-ZZB,Boeing 737-800,1640,43,200,3200,5020,0.91,2.15
AB201,2024-05-24,KUL,BKK,TN-ZNA,Airbus A330-300,13900,129,320,5760,19180,0.91,2.52
AB301,2024-05-24,SIN,HKG,TN-ZND,Airbus A330-200,11500,105,292,5256,29300,0.91,3.8
AB501,2024-05-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,1800,49,190,3040,5540,0.91,1.9
AB101,2024-05-25,KUL,SIN,TN-ZNB,Boeing 737-800,1620,43,208,3328,5090,0.91,2.15
AB102,2024-05-25,SIN,KUL,TN-ZZB,Boeing 737-800,1660,44,202,3232,5030,0.91,2.18
AB201,2024-05-25,KUL,BKK,TN-ZNA,Airbus A330-300,14000,130,322,5796,19200,0.91,2.55
AB401,2024-05-25,KUL,PVG,TN-ZFB,Airbus A330-300,12500,115,295,5310,43360,0.91,3.82
AB101,2024-05-26,KUL,SIN,TN-ZNB,Boeing 737-800,1640,43,210,3360,5100,0.91,2.18
AB102,2024-05-26,SIN,KUL,TN-ZZB,Boeing 737-800,1680,44,205,3280,5040,0.91,2.2
AB201,2024-05-26,KUL,BKK,TN-ZNA,Airbus A330-300,14100,131,325,5850,19220,0.91,2.58
AB301,2024-05-26,SIN,HKG,TN-ZND,Airbus A330-200,11600,106,295,5310,29320,0.91,3.82
AB101,2024-05-27,KUL,SIN,TN-ZNB,Boeing 737-800,1660,44,212,3392,5110,0.91,2.2
AB102,2024-05-27,SIN,KUL,TN-ZZB,Boeing 737-800,1700,45,208,3328,5050,0.91,2.22
AB201,2024-05-27,KUL,BKK,TN-ZNA,Airbus A330-300,14200,132,328,5904,19240,0.91,2.6
AB501,2024-05-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,1820,50,192,3072,5560,0.91,1.92
AB101,2024-05-28,KUL,SIN,TN-ZNB,Boeing 737-800,1680,44,215,3440,5120,0.91,2.22
AB102,2024-05-28,SIN,KUL,TN-ZZB,Boeing 737-800,1720,45,210,3360,5060,0.91,2.25
AB201,2024-05-28,KUL,BKK,TN-ZNA,Airbus A330-300,14300,133,330,5940,19260,0.91,2.62
AB401,2024-05-28,KUL,PVG,TN-ZFB,Airbus A330-300,12600,116,298,5364,43380,0.91,3.85
AB301,2024-05-29,SIN,HKG,TN-ZND,Airbus A330-200,11700,107,298,5364,29340,0.91,3.85
AB101,2024-05-29,KUL,SIN,TN-ZNB,Boeing 737-800,1700,45,218,3488,5130,0.91,2.25
AB102,2024-05-29,SIN,KUL,TN-ZZB,Boeing 737-800,1740,46,212,3392,5070,0.91,2.28
AB201,2024-05-29,KUL,BKK,TN-ZNA,Airbus A330-300,14400,134,332,5976,19280,0.91,2.65
AB501,2024-05-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,1840,51,195,3120,5580,0.91,1.95
AB101,2024-05-30,KUL,SIN,TN-ZNB,Boeing 737-800,1720,46,220,3520,5140,0.91,2.28
AB102,2024-05-30,SIN,KUL,TN-ZZB,Boeing 737-800,1760,47,215,3440,5080,0.91,2.3
AB201,2024-05-30,KUL,BKK,TN-ZNA,Airbus A330-300,14450,135,335,6030,19300,0.91,2.68
AB401,2024-05-30,KUL,PVG,TN-ZFB,Airbus A330-300,12700,117,300,5400,43400,0.91,3.88
AB101,2024-05-31,KUL,SIN,TN-ZNB,Boeing 737-800,1740,47,222,3552,5150,0.91,2.3
AB102,2024-05-31,SIN,KUL,TN-ZZB,Boeing 737-800,1780,48,218,3488,5090,0.91,2.32
AB201,2024-05-31,KUL,BKK,TN-ZNA,Airbus A330-300,14500,136,338,6084,19320,0.91,2.7
AB301,2024-05-31,SIN,HKG,TN-ZND,Airbus A330-200,11800,108,300,5400,29360,0.91,3.88
AB501,2024-05-31,BKK,SGN,TN-ZNC,Boeing 737-900ER,1860,52,198,3168,5600,0.91,1.98
AB101,2024-06-01,KUL,SIN,TN-ZNB,Boeing 737-800,1760,48,225,3600,5160,0.92,2.32
AB102,2024-06-01,SIN,KUL,TN-ZZB,Boeing 737-800,1800,49,220,3520,5100,0.92,2.35
AB201,2024-06-01,KUL,BKK,TN-ZNA,Airbus A330-300,14500,137,340,6120,19340,0.92,2.72
AB401,2024-06-01,KUL,PVG,TN-ZFB,Airbus A330-300,12800,118,302,5436,43420,0.92,3.9
AB101,2024-06-02,KUL,SIN,TN-ZNB,Boeing 737-800,1780,49,228,3648,5170,0.92,2.35
AB102,2024-06-02,SIN,KUL,TN-ZZB,Boeing 737-800,1820,50,222,3552,5110,0.92,2.38
AB201,2024-06-02,KUL,BKK,TN-ZNA,Airbus A330-300,14500,138,342,6156,19360,0.92,2.75
AB301,2024-06-02,SIN,HKG,TN-ZND,Airbus A330-200,11900,109,302,5436,29380,0.92,3.9
AB101,2024-06-03,KUL,SIN,TN-ZNB,Boeing 737-800,1795,50,230,3680,5180,0.92,2.38
AB102,2024-06-03,SIN,KUL,TN-ZZB,Boeing 737-800,1840,51,225,3600,5120,0.92,2.4
AB201,2024-06-03,KUL,BKK,TN-ZNA,Airbus A330-300,14500,139,345,6210,19380,0.92,2.78
AB501,2024-06-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,1880,53,200,3200,5620,0.92,2
AB101,2024-06-04,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,232,3712,5190,0.92,2.4
AB102,2024-06-04,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,228,3648,5130,0.92,2.42
AB201,2024-06-04,KUL,BKK,TN-ZNA,Airbus A330-300,14500,140,348,6264,19400,0.92,2.8
AB401,2024-06-04,KUL,PVG,TN-ZFB,Airbus A330-300,12900,119,305,5490,43440,0.92,3.92
AB301,2024-06-05,SIN,HKG,TN-ZND,Airbus A330-200,12000,110,305,5490,29400,0.92,3.92
AB101,2024-06-05,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,235,3760,5200,0.92,2.42
AB102,2024-06-05,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,230,3680,5140,0.92,2.45
AB201,2024-06-05,KUL,BKK,TN-ZNA,Airbus A330-300,14500,141,350,6300,19420,0.92,2.82
AB501,2024-06-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,1900,54,202,3232,5640,0.92,2.02
AB101,2024-06-06,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,238,3808,5210,0.92,2.45
AB102,2024-06-06,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,232,3712,5150,0.92,2.48
AB201,2024-06-06,KUL,BKK,TN-ZNA,Airbus A330-300,14500,142,352,6336,19440,0.92,2.85
AB401,2024-06-06,KUL,PVG,TN-ZFB,Airbus A330-300,13000,120,308,5544,43460,0.92,3.95
AB101,2024-06-07,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,240,3840,5220,0.92,2.48
AB102,2024-06-07,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,235,3760,5160,0.92,2.5
AB201,2024-06-07,KUL,BKK,TN-ZNA,Airbus A330-300,14500,143,355,6390,19460,0.92,2.88
AB301,2024-06-07,SIN,HKG,TN-ZND,Airbus A330-200,12100,111,308,5544,29420,0.92,3.95
AB501,2024-06-07,BKK,SGN,TN-ZNC,Boeing 737-900ER,1920,55,205,3280,5660,0.92,2.05
AB101,2024-06-08,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,242,3872,5230,0.92,2.5
AB102,2024-06-08,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,238,3808,5170,0.92,2.52
AB201,2024-06-08,KUL,BKK,TN-ZNA,Airbus A330-300,14500,144,358,6444,19480,0.92,2.9
AB401,2024-06-08,KUL,PVG,TN-ZFB,Airbus A330-300,13100,121,310,5580,43480,0.92,3.98
AB101,2024-06-09,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,245,3920,5240,0.92,2.52
AB102,2024-06-09,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,240,3840,5180,0.92,2.55
AB201,2024-06-09,KUL,BKK,TN-ZNA,Airbus A330-300,14500,145,360,6480,19500,0.92,2.92
AB301,2024-06-09,SIN,HKG,TN-ZND,Airbus A330-200,12200,112,310,5580,29440,0.92,3.98
AB101,2024-06-10,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,248,3968,5250,0.93,2.55
AB102,2024-06-10,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,242,3872,5190,0.93,2.58
AB201,2024-06-10,KUL,BKK,TN-ZNA,Airbus A330-300,14500,146,362,6516,19520,0.93,2.95
AB501,2024-06-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,56,208,3328,5680,0.93,2.08
AB101,2024-06-11,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,250,4000,5260,0.93,2.58
AB102,2024-06-11,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,245,3920,5200,0.93,2.6
AB201,2024-06-11,KUL,BKK,TN-ZNA,Airbus A330-300,14500,147,365,6570,19540,0.93,2.98
AB401,2024-06-11,KUL,PVG,TN-ZFB,Airbus A330-300,13200,122,312,5616,43500,0.93,4
AB301,2024-06-12,SIN,HKG,TN-ZND,Airbus A330-200,12300,113,312,5616,29460,0.93,4
AB101,2024-06-12,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,252,4032,5270,0.93,2.6
AB102,2024-06-12,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,248,3968,5210,0.93,2.62
AB201,2024-06-12,KUL,BKK,TN-ZNA,Airbus A330-300,14500,148,368,6624,19560,0.93,3
AB501,2024-06-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,1960,57,210,3360,5700,0.93,2.1
AB101,2024-06-13,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,255,4080,5280,0.93,2.62
AB102,2024-06-13,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,250,4000,5220,0.93,2.65
AB201,2024-06-13,KUL,BKK,TN-ZNA,Airbus A330-300,14500,149,370,6660,19580,0.93,3.02
AB401,2024-06-13,KUL,PVG,TN-ZFB,Airbus A330-300,13300,123,315,5670,43520,0.93,4.02
AB101,2024-06-14,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,258,4128,5290,0.93,2.65
AB102,2024-06-14,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,252,4032,5230,0.93,2.68
AB201,2024-06-14,KUL,BKK,TN-ZNA,Airbus A330-300,14500,150,372,6696,19600,0.93,3.05
AB301,2024-06-14,SIN,HKG,TN-ZND,Airbus A330-200,12400,114,315,5670,29480,0.93,4.02
AB501,2024-06-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,1980,58,212,3392,5720,0.93,2.12
AB101,2024-06-15,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,260,4160,5300,0.93,2.68
AB102,2024-06-15,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,255,4080,5240,0.93,2.7
AB201,2024-06-15,KUL,BKK,TN-ZNA,Airbus A330-300,14500,151,375,6750,19620,0.93,3.08
AB401,2024-06-15,KUL,PVG,TN-ZFB,Airbus A330-300,13400,124,318,5724,43540,0.93,4.05
AB101,2024-06-16,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,262,4192,5310,0.93,2.7
AB102,2024-06-16,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,258,4128,5250,0.93,2.72
AB201,2024-06-16,KUL,BKK,TN-ZNA,Airbus A330-300,14500,152,378,6804,19640,0.93,3.1
AB301,2024-06-16,SIN,HKG,TN-ZND,Airbus A330-200,12500,115,318,5724,29500,0.93,4.05
AB101,2024-06-17,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,265,4240,5320,0.93,2.72
AB102,2024-06-17,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,260,4160,5260,0.93,2.75
AB201,2024-06-17,KUL,BKK,TN-ZNA,Airbus A330-300,14500,153,380,6840,19660,0.93,3.12
AB501,2024-06-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,2000,59,215,3440,5740,0.93,2.15
AB101,2024-06-18,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,268,4288,5330,0.93,2.75
AB102,2024-06-18,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,262,4192,5270,0.93,2.78
AB201,2024-06-18,KUL,BKK,TN-ZNA,Airbus A330-300,14500,154,382,6876,19680,0.93,3.15
AB401,2024-06-18,KUL,PVG,TN-ZFB,Airbus A330-300,13500,125,320,5760,43560,0.93,4.08
AB301,2024-06-19,SIN,HKG,TN-ZND,Airbus A330-200,12600,116,320,5760,29520,0.93,4.08
AB101,2024-06-19,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,270,4320,5340,0.93,2.78
AB102,2024-06-19,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,265,4240,5280,0.93,2.8
AB201,2024-06-19,KUL,BKK,TN-ZNA,Airbus A330-300,14500,155,385,6930,19700,0.93,3.18
AB501,2024-06-19,BKK,SGN,TN-ZNC,Boeing 737-900ER,2020,60,218,3488,5760,0.93,2.18
