flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB501,2023-04-21,BKK,SGN,TN-ZNC,Boeing 737-900ER,2020,50,194,2910,8800,0.8,3.05
AB101,2023-04-22,KUL,SIN,TN-ZNB,Boeing 737-800,1770,43,184,2760,8230,0.8,2.95
AB102,2023-04-22,KUL,SIN,TN-ZZB,Boeing 737-800,1800,44,187,2805,8200,0.8,2.95
AB201,2023-04-22,KUL,BKK,TN-ZNA,Airbus A330-300,13900,127,348,5220,40300,0.8,3.2
AB401,2023-04-22,KUL,PVG,TN-ZFB,Airbus A330-300,13650,124,315,4725,56200,0.8,3.7
AB301,2023-04-22,SIN,HKG,TN-ZND,Airbus A330-200,12350,110,272,4080,36000,0.8,3.5
AB101,2023-04-23,KUL,SIN,TN-ZNB,Boeing 737-800,1780,43,185,2775,8220,0.8,2.95
AB102,2023-04-23,KUL,SIN,TN-ZZB,Boeing 737-800,1810,44,188,2820,8190,0.8,2.95
AB201,2023-04-23,KUL,BKK,TN-ZNA,Airbus A330-300,13950,127,350,5250,40250,0.8,3.2
AB301,2023-04-23,SIN,HKG,TN-ZND,Airbus A330-200,12400,111,274,4110,35900,0.8,3.5
AB101,2023-04-24,KUL,SIN,TN-ZNB,Boeing 737-800,1790,44,186,2790,8210,0.8,2.95
AB102,2023-04-24,KUL,SIN,TN-ZZB,Boeing 737-800,1820,44,189,2835,8180,0.8,2.95
AB201,2023-04-24,KUL,BKK,TN-ZNA,Airbus A330-300,14000,128,352,5280,40200,0.8,3.25
AB501,2023-04-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,2040,51,196,2940,8770,0.8,3.1
AB101,2023-04-25,KUL,SIN,TN-ZNB,Boeing 737-800,1795,44,187,2805,8205,0.8,2.95
AB102,2023-04-25,KUL,SIN,TN-ZZB,Boeing 737-800,1825,44,190,2850,8175,0.8,2.95
AB201,2023-04-25,KUL,BKK,TN-ZNA,Airbus A330-300,14050,128,354,5310,40150,0.8,3.25
AB401,2023-04-25,KUL,PVG,TN-ZFB,Airbus A330-300,13750,125,318,4770,56050,0.8,3.75
AB301,2023-04-25,SIN,HKG,TN-ZND,Airbus A330-200,12450,111,276,4140,35800,0.8,3.55
AB101,2023-04-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,44,188,2820,8200,0.8,2.95
AB102,2023-04-26,KUL,SIN,TN-ZZB,Boeing 737-800,1830,45,191,2865,8170,0.8,2.95
AB201,2023-04-26,KUL,BKK,TN-ZNA,Airbus A330-300,14100,129,356,5340,40100,0.8,3.25
AB501,2023-04-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,51,197,2955,8755,0.8,3.1
AB101,2023-04-27,KUL,SIN,TN-ZNB,Boeing 737-800,1800,44,188,2820,8200,0.8,2.95
AB102,2023-04-27,KUL,SIN,TN-ZZB,Boeing 737-800,1830,45,191,2865,8170,0.8,2.95
AB201,2023-04-27,KUL,BKK,TN-ZNA,Airbus A330-300,14100,129,356,5340,40100,0.8,3.25
AB401,2023-04-27,KUL,PVG,TN-ZFB,Airbus A330-300,13800,125,320,4800,55950,0.8,3.75
AB301,2023-04-27,SIN,HKG,TN-ZND,Airbus A330-200,12500,112,278,4170,35700,0.8,3.55
AB101,2023-04-28,KUL,SIN,TN-ZNB,Boeing 737-800,1795,44,187,2805,8205,0.8,2.95
AB102,2023-04-28,KUL,SIN,TN-ZZB,Boeing 737-800,1825,44,190,2850,8175,0.8,2.95
AB201,2023-04-28,KUL,BKK,TN-ZNA,Airbus A330-300,14050,128,354,5310,40150,0.8,3.25
AB501,2023-04-28,BKK,SGN,TN-ZNC,Boeing 737-900ER,2040,51,196,2940,8770,0.8,3.1
AB101,2023-04-29,KUL,SIN,TN-ZNB,Boeing 737-800,1790,44,186,2790,8210,0.8,2.95
AB102,2023-04-29,KUL,SIN,TN-ZZB,Boeing 737-800,1820,44,189,2835,8180,0.8,2.95
AB201,2023-04-29,KUL,BKK,TN-ZNA,Airbus A330-300,14000,128,352,5280,40200,0.8,3.25
AB401,2023-04-29,KUL,PVG,TN-ZFB,Airbus A330-300,13750,125,318,4770,56000,0.8,3.75
AB301,2023-04-29,SIN,HKG,TN-ZND,Airbus A330-200,12450,111,276,4140,35750,0.8,3.55
AB101,2023-04-30,KUL,SIN,TN-ZNB,Boeing 737-800,1780,43,185,2775,8220,0.8,2.9
AB102,2023-04-30,KUL,SIN,TN-ZZB,Boeing 737-800,1810,44,188,2820,8190,0.8,2.9
AB201,2023-04-30,KUL,BKK,TN-ZNA,Airbus A330-300,13900,127,348,5220,40300,0.8,3.2
AB301,2023-04-30,SIN,HKG,TN-ZND,Airbus A330-200,12400,111,274,4110,35850,0.8,3.5
AB101,2023-05-01,KUL,SIN,TN-ZNB,Boeing 737-800,1760,43,183,2745,8240,0.79,2.85
AB102,2023-05-01,KUL,SIN,TN-ZZB,Boeing 737-800,1790,44,186,2790,8210,0.79,2.85
AB201,2023-05-01,KUL,BKK,TN-ZNA,Airbus A330-300,13700,125,342,5130,40500,0.79,3.15
AB501,2023-05-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,2000,50,192,2880,8830,0.79,3
AB101,2023-05-02,KUL,SIN,TN-ZNB,Boeing 737-800,1740,42,181,2715,8260,0.79,2.85
AB102,2023-05-02,KUL,SIN,TN-ZZB,Boeing 737-800,1770,43,184,2760,8230,0.79,2.85
AB201,2023-05-02,KUL,BKK,TN-ZNA,Airbus A330-300,13500,123,336,5040,40700,0.79,3.1
AB401,2023-05-02,KUL,PVG,TN-ZFB,Airbus A330-300,13500,123,312,4680,56300,0.79,3.65
AB301,2023-05-02,SIN,HKG,TN-ZND,Airbus A330-200,12200,109,268,4020,36100,0.79,3.45
AB101,2023-05-03,KUL,SIN,TN-ZNB,Boeing 737-800,1720,42,179,2685,8280,0.79,2.8
AB102,2023-05-03,KUL,SIN,TN-ZZB,Boeing 737-800,1750,43,182,2730,8250,0.79,2.8
AB201,2023-05-03,KUL,BKK,TN-ZNA,Airbus A330-300,13300,121,330,4950,40900,0.79,3.05
AB501,2023-05-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,1970,49,189,2835,8870,0.79,2.95
AB101,2023-05-04,KUL,SIN,TN-ZNB,Boeing 737-800,1700,41,177,2655,8300,0.79,2.8
AB102,2023-05-04,KUL,SIN,TN-ZZB,Boeing 737-800,1730,42,180,2700,8270,0.79,2.8
AB201,2023-05-04,KUL,BKK,TN-ZNA,Airbus A330-300,13100,119,324,4860,41100,0.79,3
AB401,2023-05-04,KUL,PVG,TN-ZFB,Airbus A330-300,13300,121,306,4590,56550,0.79,3.6
AB301,2023-05-04,SIN,HKG,TN-ZND,Airbus A330-200,12000,107,262,3930,36350,0.79,3.4
AB101,2023-05-05,KUL,SIN,TN-ZNB,Boeing 737-800,1680,41,175,2625,8320,0.79,2.75
AB102,2023-05-05,KUL,SIN,TN-ZZB,Boeing 737-800,1710,42,178,2670,8290,0.79,2.75
AB201,2023-05-05,KUL,BKK,TN-ZNA,Airbus A330-300,12900,117,318,4770,41300,0.79,2.95
AB501,2023-05-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,48,186,2790,8910,0.79,2.9
AB101,2023-05-06,KUL,SIN,TN-ZNB,Boeing 737-800,1660,40,173,2595,8340,0.78,2.75
AB102,2023-05-06,KUL,SIN,TN-ZZB,Boeing 737-800,1690,41,176,2640,8310,0.78,2.75
AB201,2023-05-06,KUL,BKK,TN-ZNA,Airbus A330-300,12700,115,312,4680,41500,0.78,2.9
AB401,2023-05-06,KUL,PVG,TN-ZFB,Airbus A330-300,13100,119,300,4500,56800,0.78,3.55
AB301,2023-05-06,SIN,HKG,TN-ZND,Airbus A330-200,11800,105,256,3840,36600,0.78,3.35
AB101,2023-05-07,KUL,SIN,TN-ZNB,Boeing 737-800,1640,40,171,2565,8360,0.78,2.7
AB102,2023-05-07,KUL,SIN,TN-ZZB,Boeing 737-800,1670,41,174,2610,8330,0.78,2.7
AB201,2023-05-07,KUL,BKK,TN-ZNA,Airbus A330-300,12500,114,306,4590,41700,0.78,2.85
AB301,2023-05-07,SIN,HKG,TN-ZND,Airbus A330-200,11600,103,250,3750,36850,0.78,3.3
AB101,2023-05-08,KUL,SIN,TN-ZNB,Boeing 737-800,1620,39,169,2535,8380,0.78,2.7
AB102,2023-05-08,KUL,SIN,TN-ZZB,Boeing 737-800,1650,40,172,2580,8350,0.78,2.7
AB201,2023-05-08,KUL,BKK,TN-ZNA,Airbus A330-300,12300,112,300,4500,41900,0.78,2.8
AB501,2023-05-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,1900,47,182,2730,8960,0.78,2.85
AB101,2023-05-09,KUL,SIN,TN-ZNB,Boeing 737-800,1600,39,167,2505,8400,0.78,2.65
AB102,2023-05-09,KUL,SIN,TN-ZZB,Boeing 737-800,1630,40,170,2550,8370,0.78,2.65
AB201,2023-05-09,KUL,BKK,TN-ZNA,Airbus A330-300,12100,110,294,4410,42100,0.78,2.75
AB401,2023-05-09,KUL,PVG,TN-ZFB,Airbus A330-300,12900,117,294,4410,57050,0.78,3.5
AB301,2023-05-09,SIN,HKG,TN-ZND,Airbus A330-200,11400,102,244,3660,37100,0.78,3.25
AB101,2023-05-10,KUL,SIN,TN-ZNB,Boeing 737-800,1580,38,165,2475,8420,0.78,2.65
AB102,2023-05-10,KUL,SIN,TN-ZZB,Boeing 737-800,1610,39,168,2520,8390,0.78,2.65
AB201,2023-05-10,KUL,BKK,TN-ZNA,Airbus A330-300,11900,108,288,4320,42300,0.78,2.7
AB501,2023-05-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,1870,46,179,2685,9000,0.78,2.8
AB101,2023-05-11,KUL,SIN,TN-ZNB,Boeing 737-800,1560,38,163,2445,8440,0.78,2.6
AB102,2023-05-11,KUL,SIN,TN-ZZB,Boeing 737-800,1590,38,166,2490,8410,0.78,2.6
AB201,2023-05-11,KUL,BKK,TN-ZNA,Airbus A330-300,11700,106,282,4230,42500,0.78,2.65
AB401,2023-05-11,KUL,PVG,TN-ZFB,Airbus A330-300,12700,115,288,4320,57300,0.78,3.45
AB301,2023-05-11,SIN,HKG,TN-ZND,Airbus A330-200,11200,100,238,3570,37350,0.78,3.2
AB101,2023-05-12,KUL,SIN,TN-ZNB,Boeing 737-800,1540,37,161,2415,8460,0.77,2.6
AB102,2023-05-12,KUL,SIN,TN-ZZB,Boeing 737-800,1570,38,164,2460,8430,0.77,2.6
AB201,2023-05-12,KUL,BKK,TN-ZNA,Airbus A330-300,11500,104,276,4140,42700,0.77,2.6
AB501,2023-05-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,1840,46,176,2640,9040,0.77,2.75
AB101,2023-05-13,KUL,SIN,TN-ZNB,Boeing 737-800,1520,37,159,2385,8480,0.77,2.55
AB102,2023-05-13,KUL,SIN,TN-ZZB,Boeing 737-800,1550,38,162,2430,8450,0.77,2.55
AB201,2023-05-13,KUL,BKK,TN-ZNA,Airbus A330-300,11300,103,270,4050,42900,0.77,2.55
AB401,2023-05-13,KUL,PVG,TN-ZFB,Airbus A330-300,12500,113,282,4230,57550,0.77,3.4
AB301,2023-05-13,SIN,HKG,TN-ZND,Airbus A330-200,11000,98,232,3480,37600,0.77,3.15
AB101,2023-05-14,KUL,SIN,TN-ZNB,Boeing 737-800,1500,36,157,2355,8500,0.77,2.55
AB102,2023-05-14,KUL,SIN,TN-ZZB,Boeing 737-800,1530,37,160,2400,8470,0.77,2.55
AB201,2023-05-14,KUL,BKK,TN-ZNA,Airbus A330-300,11100,101,264,3960,43100,0.77,2.5
AB301,2023-05-14,SIN,HKG,TN-ZND,Airbus A330-200,10800,96,226,3390,37850,0.77,3.1
AB101,2023-05-15,KUL,SIN,TN-ZNB,Boeing 737-800,1480,36,155,2325,8520,0.77,2.5
AB102,2023-05-15,KUL,SIN,TN-ZZB,Boeing 737-800,1510,37,158,2370,8490,0.77,2.5
AB201,2023-05-15,KUL,BKK,TN-ZNA,Airbus A330-300,10900,99,258,3870,43300,0.77,2.45
AB501,2023-05-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,1800,45,172,2580,9090,0.77,2.7
AB101,2023-05-16,KUL,SIN,TN-ZNB,Boeing 737-800,1460,35,153,2295,8540,0.77,2.5
AB102,2023-05-16,KUL,SIN,TN-ZZB,Boeing 737-800,1490,36,156,2340,8510,0.77,2.5
AB201,2023-05-16,KUL,BKK,TN-ZNA,Airbus A330-300,10700,97,252,3780,43500,0.77,2.4
AB401,2023-05-16,KUL,PVG,TN-ZFB,Airbus A330-300,12300,112,276,4140,57800,0.77,3.35
AB301,2023-05-16,SIN,HKG,TN-ZND,Airbus A330-200,10600,94,220,3300,38100,0.77,3.05
AB101,2023-05-17,KUL,SIN,TN-ZNB,Boeing 737-800,1440,35,151,2265,8560,0.77,2.45
AB102,2023-05-17,KUL,SIN,TN-ZZB,Boeing 737-800,1470,36,154,2310,8530,0.77,2.45
AB201,2023-05-17,KUL,BKK,TN-ZNA,Airbus A330-300,10500,95,246,3690,43700,0.77,2.35
AB501,2023-05-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,1770,44,169,2535,9130,0.77,2.65
AB101,2023-05-18,KUL,SIN,TN-ZNB,Boeing 737-800,1420,34,149,2235,8580,0.76,2.45
AB102,2023-05-18,KUL,SIN,TN-ZZB,Boeing 737-800,1450,35,152,2280,8550,0.76,2.45
AB201,2023-05-18,KUL,BKK,TN-ZNA,Airbus A330-300,10300,94,240,3600,43900,0.76,2.3
AB401,2023-05-18,KUL,PVG,TN-ZFB,Airbus A330-300,12100,110,270,4050,58050,0.76,3.3
AB301,2023-05-18,SIN,HKG,TN-ZND,Airbus A330-200,10400,93,214,3210,38350,0.76,3
AB101,2023-05-19,KUL,SIN,TN-ZNB,Boeing 737-800,1400,34,147,2205,8600,0.76,2.4
AB102,2023-05-19,KUL,SIN,TN-ZZB,Boeing 737-800,1430,35,150,2250,8570,0.76,2.4
AB201,2023-05-19,KUL,BKK,TN-ZNA,Airbus A330-300,10100,92,234,3510,44100,0.76,2.25
AB501,2023-05-19,BKK,SGN,TN-ZNC,Boeing 737-900ER,1740,43,166,2490,9170,0.76,2.6
AB101,2023-05-20,KUL,SIN,TN-ZNB,Boeing 737-800,1380,33,145,2175,8620,0.76,2.4
AB102,2023-05-20,KUL,SIN,TN-ZZB,Boeing 737-800,1410,34,148,2220,8590,0.76,2.4
AB201,2023-05-20,KUL,BKK,TN-ZNA,Airbus A330-300,9900,90,228,3420,44300,0.76,2.2
AB401,2023-05-20,KUL,PVG,TN-ZFB,Airbus A330-300,11900,108,264,3960,58300,0.76,3.25
AB301,2023-05-20,SIN,HKG,TN-ZND,Airbus A330-200,10200,91,208,3120,38600,0.76,2.95
AB101,2023-05-21,KUL,SIN,TN-ZNB,Boeing 737-800,1360,33,143,2145,8640,0.76,2.35
AB102,2023-05-21,KUL,SIN,TN-ZZB,Boeing 737-800,1390,34,146,2190,8610,0.76,2.35
AB201,2023-05-21,KUL,BKK,TN-ZNA,Airbus A330-300,9700,88,222,3330,44500,0.76,2.15
AB301,2023-05-21,SIN,HKG,TN-ZND,Airbus A330-200,10000,89,202,3030,38850,0.76,2.9
AB101,2023-05-22,KUL,SIN,TN-ZNB,Boeing 737-800,1340,32,141,2115,8660,0.76,2.35
AB102,2023-05-22,KUL,SIN,TN-ZZB,Boeing 737-800,1370,33,144,2160,8630,0.76,2.35
AB201,2023-05-22,KUL,BKK,TN-ZNA,Airbus A330-300,9500,86,216,3240,44700,0.76,2.1
AB501,2023-05-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,1700,42,162,2430,9220,0.76,2.55
AB101,2023-05-23,KUL,SIN,TN-ZNB,Boeing 737-800,1320,32,139,2085,8680,0.76,2.3
AB102,2023-05-23,KUL,SIN,TN-ZZB,Boeing 737-800,1350,33,142,2130,8650,0.76,2.3
AB201,2023-05-23,KUL,BKK,TN-ZNA,Airbus A330-300,9350,85,212,3180,44850,0.76,2.05
AB401,2023-05-23,KUL,PVG,TN-ZFB,Airbus A330-300,11700,106,258,3870,58550,0.76,3.2
AB301,2023-05-23,SIN,HKG,TN-ZND,Airbus A330-200,9800,87,196,2940,39100,0.76,2.85
AB101,2023-05-24,KUL,SIN,TN-ZNB,Boeing 737-800,1300,31,137,2055,8700,0.75,2.3
AB102,2023-05-24,KUL,SIN,TN-ZZB,Boeing 737-800,1330,32,140,2100,8670,0.75,2.3
AB201,2023-05-24,KUL,BKK,TN-ZNA,Airbus A330-300,9200,84,208,3120,45000,0.75,2
AB501,2023-05-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,1670,41,159,2385,9260,0.75,2.5
AB101,2023-05-25,KUL,SIN,TN-ZNB,Boeing 737-800,1280,31,135,2025,8720,0.75,2.25
AB102,2023-05-25,KUL,SIN,TN-ZZB,Boeing 737-800,1310,32,138,2070,8690,0.75,2.25
AB201,2023-05-25,KUL,BKK,TN-ZNA,Airbus A330-300,9050,82,204,3060,45150,0.75,1.95
AB401,2023-05-25,KUL,PVG,TN-ZFB,Airbus A330-300,11500,104,252,3780,58800,0.75,3.15
AB301,2023-05-25,SIN,HKG,TN-ZND,Airbus A330-200,9600,85,190,2850,39350,0.75,2.8
AB101,2023-05-26,KUL,SIN,TN-ZNB,Boeing 737-800,1260,30,133,1995,8740,0.75,2.25
AB102,2023-05-26,KUL,SIN,TN-ZZB,Boeing 737-800,1290,31,136,2040,8710,0.75,2.25
AB201,2023-05-26,KUL,BKK,TN-ZNA,Airbus A330-300,8900,81,200,3000,45300,0.75,1.9
AB501,2023-05-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,1640,41,156,2340,9300,0.75,2.45
AB101,2023-05-27,KUL,SIN,TN-ZNB,Boeing 737-800,1250,30,132,1980,8750,0.75,2.2
AB102,2023-05-27,KUL,SIN,TN-ZZB,Boeing 737-800,1280,31,135,2025,8720,0.75,2.2
AB201,2023-05-27,KUL,BKK,TN-ZNA,Airbus A330-300,8800,80,197,2955,45400,0.75,1.9
AB401,2023-05-27,KUL,PVG,TN-ZFB,Airbus A330-300,11350,103,248,3720,58950,0.75,3.1
AB301,2023-05-27,SIN,HKG,TN-ZND,Airbus A330-200,9450,84,186,2790,39500,0.75,2.75
AB101,2023-05-28,KUL,SIN,TN-ZNB,Boeing 737-800,1240,30,131,1965,8760,0.75,2.2
AB102,2023-05-28,KUL,SIN,TN-ZZB,Boeing 737-800,1270,31,134,2010,8730,0.75,2.2
AB201,2023-05-28,KUL,BKK,TN-ZNA,Airbus A330-300,8700,79,194,2910,45500,0.75,1.85
AB301,2023-05-28,SIN,HKG,TN-ZND,Airbus A330-200,9300,83,183,2745,39650,0.75,2.7
AB101,2023-05-29,KUL,SIN,TN-ZNB,Boeing 737-800,1230,30,130,1950,8770,0.75,2.15
AB102,2023-05-29,KUL,SIN,TN-ZZB,Boeing 737-800,1260,30,133,1995,8740,0.75,2.15
AB201,2023-05-29,KUL,BKK,TN-ZNA,Airbus A330-300,8600,78,191,2865,45600,0.75,1.85
AB501,2023-05-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,1610,40,153,2295,9340,0.75,2.4
AB101,2023-05-30,KUL,SIN,TN-ZNB,Boeing 737-800,1220,29,129,1935,8780,0.75,2.15
AB102,2023-05-30,KUL,SIN,TN-ZZB,Boeing 737-800,1250,30,132,1980,8750,0.75,2.15
AB201,2023-05-30,KUL,BKK,TN-ZNA,Airbus A330-300,8500,77,188,2820,45700,0.75,1.8
AB401,2023-05-30,KUL,PVG,TN-ZFB,Airbus A330-300,11200,102,244,3660,59100,0.75,3.05
AB301,2023-05-30,SIN,HKG,TN-ZND,Airbus A330-200,9150,81,180,2700,39800,0.75,2.65
AB101,2023-05-31,KUL,SIN,TN-ZNB,Boeing 737-800,1210,29,128,1920,8790,0.75,2.1
AB102,2023-05-31,KUL,SIN,TN-ZZB,Boeing 737-800,1240,30,131,1965,8760,0.75,2.1
AB201,2023-05-31,KUL,BKK,TN-ZNA,Airbus A330-300,8400,76,185,2775,45800,0.75,1.8
AB501,2023-05-31,BKK,SGN,TN-ZNC,Boeing 737-900ER,1590,39,151,2265,9370,0.75,2.35
AB101,2023-06-01,KUL,SIN,TN-ZNB,Boeing 737-800,1200,29,127,1905,8800,0.75,2.1
AB102,2023-06-01,KUL,SIN,TN-ZZB,Boeing 737-800,1230,30,130,1950,8770,0.75,2.1
AB201,2023-06-01,KUL,BKK,TN-ZNA,Airbus A330-300,8300,75,182,2730,45900,0.75,1.75
AB401,2023-06-01,KUL,PVG,TN-ZFB,Airbus A330-300,11050,100,240,3600,59250,0.75,3
AB301,2023-06-01,SIN,HKG,TN-ZND,Airbus A330-200,9000,80,177,2655,39950,0.75,2.6
AB101,2023-06-02,KUL,SIN,TN-ZNB,Boeing 737-800,1190,29,126,1890,8810,0.75,2.05
AB102,2023-06-02,KUL,SIN,TN-ZZB,Boeing 737-800,1220,29,129,1935,8780,0.75,2.05
AB201,2023-06-02,KUL,BKK,TN-ZNA,Airbus A330-300,8200,74,179,2685,46000,0.75,1.7
AB501,2023-06-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,1570,39,149,2235,9400,0.75,2.3
AB101,2023-06-03,KUL,SIN,TN-ZNB,Boeing 737-800,1180,28,125,1875,8820,0.75,2.05
AB102,2023-06-03,KUL,SIN,TN-ZZB,Boeing 737-800,1210,29,128,1920,8790,0.75,2.05
AB201,2023-06-03,KUL,BKK,TN-ZNA,Airbus A330-300,8100,73,176,2640,46100,0.75,1.7
AB401,2023-06-03,KUL,PVG,TN-ZFB,Airbus A330-300,10900,99,236,3540,59400,0.75,2.95
AB301,2023-06-03,SIN,HKG,TN-ZND,Airbus A330-200,8850,79,174,2610,40100,0.75,2.55
AB101,2023-06-04,KUL,SIN,TN-ZNB,Boeing 737-800,1170,28,124,1860,8830,0.75,2
AB102,2023-06-04,KUL,SIN,TN-ZZB,Boeing 737-800,1200,29,127,1905,8800,0.75,2
AB201,2023-06-04,KUL,BKK,TN-ZNA,Airbus A330-300,8000,73,173,2595,46200,0.75,1.65
AB301,2023-06-04,SIN,HKG,TN-ZND,Airbus A330-200,8700,77,171,2565,40250,0.75,2.5
AB101,2023-06-05,KUL,SIN,TN-ZNB,Boeing 737-800,1160,28,123,1845,8840,0.75,2
AB102,2023-06-05,KUL,SIN,TN-ZZB,Boeing 737-800,1190,29,126,1890,8810,0.75,2
AB201,2023-06-05,KUL,BKK,TN-ZNA,Airbus A330-300,7900,72,170,2550,46300,0.75,1.65
AB501,2023-06-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,1550,38,147,2205,9430,0.75,2.25
AB101,2023-06-06,KUL,SIN,TN-ZNB,Boeing 737-800,1150,28,122,1830,8850,0.75,1.95
AB102,2023-06-06,KUL,SIN,TN-ZZB,Boeing 737-800,1180,28,125,1875,8820,0.75,1.95
AB201,2023-06-06,KUL,BKK,TN-ZNA,Airbus A330-300,7800,71,167,2505,46400,0.75,1.6
AB401,2023-06-06,KUL,PVG,TN-ZFB,Airbus A330-300,10750,98,232,3480,59550,0.75,2.9
AB301,2023-06-06,SIN,HKG,TN-ZND,Airbus A330-200,8550,76,168,2520,40400,0.75,2.45
AB101,2023-06-07,KUL,SIN,TN-ZNB,Boeing 737-800,1140,27,121,1815,8860,0.75,1.95
AB102,2023-06-07,KUL,SIN,TN-ZZB,Boeing 737-800,1170,28,124,1860,8830,0.75,1.95
AB201,2023-06-07,KUL,BKK,TN-ZNA,Airbus A330-300,7700,70,164,2460,46500,0.75,1.55
AB501,2023-06-07,BKK,SGN,TN-ZNC,Boeing 737-900ER,1530,38,145,2175,9460,0.75,2.2
AB101,2023-06-08,KUL,SIN,TN-ZNB,Boeing 737-800,1130,27,120,1800,8870,0.75,1.9
AB102,2023-06-08,KUL,SIN,TN-ZZB,Boeing 737-800,1160,28,123,1845,8840,0.75,1.9
AB201,2023-06-08,KUL,BKK,TN-ZNA,Airbus A330-300,7600,69,161,2415,46600,0.75,1.55
AB401,2023-06-08,KUL,PVG,TN-ZFB,Airbus A330-300,10600,96,228,3420,59700,0.75,2.85
AB301,2023-06-08,SIN,HKG,TN-ZND,Airbus A330-200,8400,75,165,2475,40550,0.75,2.4
AB101,2023-06-09,KUL,SIN,TN-ZNB,Boeing 737-800,1120,27,119,1785,8880,0.75,1.9
AB102,2023-06-09,KUL,SIN,TN-ZZB,Boeing 737-800,1150,28,122,1830,8850,0.75,1.9
AB201,2023-06-09,KUL,BKK,TN-ZNA,Airbus A330-300,7500,68,158,2370,46700,0.75,1.5
AB501,2023-06-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,1510,37,143,2145,9490,0.75,2.15
AB101,2023-06-10,KUL,SIN,TN-ZNB,Boeing 737-800,1110,27,118,1770,8890,0.75,1.85
AB102,2023-06-10,KUL,SIN,TN-ZZB,Boeing 737-800,1140,27,121,1815,8860,0.75,1.85
AB201,2023-06-10,KUL,BKK,TN-ZNA,Airbus A330-300,7400,67,155,2325,46800,0.75,1.5
AB401,2023-06-10,KUL,PVG,TN-ZFB,Airbus A330-300,10450,95,224,3360,59850,0.75,2.8
AB301,2023-06-10,SIN,HKG,TN-ZND,Airbus A330-200,8250,73,162,2430,40700,0.75,2.35
AB101,2023-06-11,KUL,SIN,TN-ZNB,Boeing 737-800,1100,26,117,1755,8900,0.75,1.85
AB102,2023-06-11,KUL,SIN,TN-ZZB,Boeing 737-800,1130,27,120,1800,8870,0.75,1.85
AB201,2023-06-11,KUL,BKK,TN-ZNA,Airbus A330-300,7300,66,152,2280,46900,0.75,1.45
AB301,2023-06-11,SIN,HKG,TN-ZND,Airbus A330-200,8100,72,159,2385,40850,0.75,2.3
AB101,2023-06-12,KUL,SIN,TN-ZNB,Boeing 737-800,1095,26,116,1740,8905,0.75,1.85
AB102,2023-06-12,KUL,SIN,TN-ZZB,Boeing 737-800,1125,27,119,1785,8875,0.75,1.85
AB201,2023-06-12,KUL,BKK,TN-ZNA,Airbus A330-300,7250,66,150,2250,46950,0.75,1.45
AB501,2023-06-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,1490,37,141,2115,9520,0.75,2.1
AB101,2023-06-13,KUL,SIN,TN-ZNB,Boeing 737-800,1090,26,115,1725,8910,0.75,1.8
AB102,2023-06-13,KUL,SIN,TN-ZZB,Boeing 737-800,1120,27,118,1770,8880,0.75,1.8
AB201,2023-06-13,KUL,BKK,TN-ZNA,Airbus A330-300,7200,65,148,2220,47000,0.75,1.45
AB401,2023-06-13,KUL,PVG,TN-ZFB,Airbus A330-300,10300,94,220,3300,60000,0.75,2.75
AB301,2023-06-13,SIN,HKG,TN-ZND,Airbus A330-200,7950,71,156,2340,41000,0.75,2.25
AB101,2023-06-14,KUL,SIN,TN-ZNB,Boeing 737-800,1085,26,114,1710,8915,0.75,1.8
AB102,2023-06-14,KUL,SIN,TN-ZZB,Boeing 737-800,1115,27,117,1755,8885,0.75,1.8
AB201,2023-06-14,KUL,BKK,TN-ZNA,Airbus A330-300,7150,65,146,2190,47050,0.75,1.4
AB501,2023-06-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,1480,37,140,2100,9535,0.75,2.1
AB101,2023-06-15,KUL,SIN,TN-ZNB,Boeing 737-800,1080,26,113,1695,8920,0.75,1.8
AB102,2023-06-15,KUL,SIN,TN-ZZB,Boeing 737-800,1110,27,116,1740,8890,0.75,1.8
AB201,2023-06-15,KUL,BKK,TN-ZNA,Airbus A330-300,7100,64,144,2160,47100,0.75,1.4
